sentence_id,word,pos,tag
4,",",",",O
4,and,CC,O
4,developing,VBG,B-Skill
4,and,CC,I-Skill
4,maintaining,VBG,I-Skill
4,cash,NN,I-Skill
4,flow,NN,I-Skill
4,forecasts,NNS,I-Skill
4,for,IN,O
4,this,DT,O
4,.,.,O
5,You,PRP,O
5,will,MD,O
5,be,VB,O
5,willing,JJ,B-Skill
5,to,TO,I-Skill
5,learn,VB,I-Skill
5,and,CC,O
5,an,DT,O
5,excellent,JJ,O
5,team,NN,B-Skill
5,player,NN,I-Skill
5,.,.,O
6,This,DT,O
6,is,VBZ,O
6,an,DT,O
6,excellent,JJ,O
6,role,NN,O
6,on,IN,O
6,offer,NN,O
6,at,IN,O
6,an,DT,O
6,exciting,JJ,O
6,time,NN,O
6,for,IN,O
6,the,DT,O
6,business,NN,O
6,",",",",O
6,with,IN,O
6,a,DT,O
6,salary,NN,O
6,and,CC,O
6,benefits,NNS,O
6,package,NN,O
6,to,TO,O
6,match,VB,O
6,.,.,O
7,the,DT,O
7,school,NN,O
7,is,VBZ,O
7,well,RB,O
7,resourced,VBN,O
7,and,CC,O
7,offers,VBZ,O
7,a,DT,O
7,vibrant,NN,B-Skill
7,and,CC,O
7,friendly,JJ,B-Skill
7,learning,NN,O
7,environment,NN,O
7,.,.,O
8,This,DT,O
8,exciting,JJ,O
8,role,NN,O
8,will,MD,O
8,also,RB,O
8,see,VB,O
8,you,PRP,O
8,attending,VBG,B-Skill
8,photo,JJ,I-Skill
8,shoots,NNS,I-Skill
8,",",",",O
8,so,IN,O
8,you,PRP,O
8,will,MD,O
8,have,VB,O
8,previous,JJ,O
8,experience,NN,O
8,working,VBG,B-Skill
8,with,IN,I-Skill
8,Photographers,NNS,I-Skill
8,on,IN,I-Skill
8,set,NN,I-Skill
8,.,.,O
9,An,DT,O
9,overall,JJ,O
9,focus,NN,O
9,on,IN,O
9,reducing,VBG,B-Skill
9,costs,NNS,I-Skill
9,and,CC,O
9,driving,VBG,B-Skill
9,improvements,NNS,I-Skill
9,in,IN,O
9,service,NN,O
9,throughout,IN,O
9,supply,NN,B-Skill
9,chain,NN,I-Skill
9,.,.,O
10,it,PRP,O
10,s,VBZ,O
10,a,DT,O
10,privatelyowned,JJ,O
10,company,NN,O
10,and,CC,O
10,feels,NNS,O
10,more,RBR,O
10,like,IN,O
10,a,DT,O
10,family,NN,O
10,company,NN,O
10,",",",",O
10,not,RB,O
10,at,IN,O
10,all,DT,O
10,institutionalised,JJ,O
11,Previous,JJ,O
11,experience,NN,O
11,in,IN,O
11,accounting,NN,B-Skill
11,is,VBZ,O
11,essential,JJ,O
11,",",",",O
11,ideally,RB,O
11,derived,VBN,O
11,in,IN,O
11,an,DT,O
11,Accounts,NNP,B-Skill
11,Receivable,JJ,I-Skill
11,role,NN,O
11,;,:,O
11,a,DT,O
11,professional,JJ,B-Qualification
11,accountancy,NN,I-Qualification
11,qualification,NN,I-Qualification
11,",",",",O
11,either,CC,O
11,full,JJ,O
11,or,CC,O
11,partqualified,VBN,O
11,is,VBZ,O
11,advantageous,JJ,O
11,.,.,O
12,The,DT,O
12,IQPC,NNP,O
12,Exchange,NNP,O
12,London,NNP,O
12,presents,VBZ,O
12,a,DT,O
12,unique,JJ,O
12,opportunity,NN,O
12,to,TO,O
12,join,VB,O
12,an,DT,O
12,events,NNS,B-Domain
12,team,NN,O
12,that,WDT,O
12,is,VBZ,O
12,the,DT,O
12,fastest,JJS,O
12,division,NN,O
12,within,IN,O
12,IQPC,NNP,O
12,.,.,O
12,http,NN,O
12,://,JJ,O
12,www,NN,O
12,.,.,O
12,iqpc,NN,O
12,.,.,O
12,com,NN,O
12,/,NN,O
12,ExchangeGlobal,NNP,O
12,.,.,O
12,aspx,NN,O
13,Good,JJ,O
13,communication,NN,B-Skill
13,and,CC,O
13,influencing,VBG,B-Skill
13,skills,NNS,O
13,Ability,NNP,O
13,to,TO,O
13,embrace,VB,B-Skill
13,and,CC,I-Skill
13,apply,VB,I-Skill
13,leading,JJ,I-Skill
13,practice,NN,I-Skill
13,tools,NNS,I-Skill
13,and,CC,I-Skill
13,techniques,NNS,I-Skill
13,Proven,NNP,O
13,customer,NN,B-Skill
13,service,NN,I-Skill
13,orientation,NN,O
13,and,CC,O
13,collaborative,JJ,B-Skill
13,approach,NN,O
14,Macildowie,NNP,O
14,is,VBZ,O
14,a,DT,O
14,specialist,JJ,O
14,recruitment,NN,O
14,consultancy,NN,O
14,with,IN,O
14,a,DT,O
14,rich,JJ,O
14,history,NN,O
14,of,IN,O
14,resourcing,VBG,O
14,professionals,NNS,O
14,in,IN,O
14,the,DT,O
14,areas,NNS,O
14,of,IN,O
14,HR,NNP,B-Domain
14,TRAINING,NNP,I-Domain
14,",",",",O
14,FINANCE,NNP,B-Domain
14,",",",",O
14,PROCUREMENT,NNP,B-Domain
14,SUPPLY,NNP,I-Domain
14,CHAIN,NNP,I-Domain
14,and,CC,O
14,SALES,NNP,B-Domain
14,MARKETING,NNP,I-Domain
14,.,.,O
15,My,PRP$,O
15,client,NN,O
15,is,VBZ,O
15,a,DT,O
15,highly,RB,O
15,successful,JJ,B-Skill
15,",",",",O
15,multinational,JJ,B-Skill
15,healthcare,NN,B-Domain
15,provider,NN,O
15,with,IN,O
15,an,DT,O
15,excellent,JJ,B-Skill
15,reputation,NN,I-Skill
15,within,IN,O
15,the,DT,O
15,healthcare,NN,B-Domain
15,sector,NN,O
15,amongst,IN,O
15,it,PRP,O
15,','',O
15,s,JJ,O
15,wide,JJ,O
15,range,NN,O
15,of,IN,O
15,clients,NNS,O
15,.,.,O
16,As,IN,O
16,a,DT,O
16,Case,NNP,B-Occupation
16,Management,NNP,I-Occupation
16,role,NN,O
16,this,DT,O
16,will,MD,O
16,involve,VB,O
16,assessing,VBG,B-Skill
16,patient,JJ,I-Skill
16,cases,NNS,I-Skill
16,and,CC,O
16,devising,NN,B-Skill
16,and,CC,I-Skill
16,advising,VBG,I-Skill
16,care,NN,I-Skill
16,plans,NNS,I-Skill
16,for,IN,O
16,each,DT,O
16,one,CD,O
16,through,IN,O
16,ongoing,JJ,B-Skill
16,evaluation,NN,I-Skill
16,.,.,O
17,We,PRP,O
17,offer,VBP,O
17,a,DT,O
17,simple,JJ,O
17,compliance,NN,O
17,process,NN,O
17,",",",",O
17,fantastic,JJ,O
17,rates,NNS,O
17,of,IN,O
17,pay,NN,O
17,",",",",O
17,weekly,JJ,O
17,pay,NN,O
17,roll,NN,O
17,and,CC,O
17,regular,JJ,O
17,training,NN,O
17,.,.,O
18,Therefore,RB,O
18,",",",",O
18,it,PRP,O
18,is,VBZ,O
18,essential,JJ,O
18,that,IN,O
18,Professional,NNP,O
18,applying,NN,O
18,has,VBZ,O
18,experience,NN,O
18,in,IN,O
18,ideally,RB,O
18,a,DT,O
18,Real,JJ,B-Domain
18,Estate,NNP,I-Domain
18,Private,NNP,I-Domain
18,Equity,NNP,I-Domain
18,fund,NN,O
18,with,IN,O
18,investment,NN,B-Skill
18,transactional,JJ,I-Skill
18,experience,NN,O
18,or,CC,O
18,valuation,NN,B-Skill
18,with,IN,O
18,RICS,NNP,B-Qualification
18,preferred,VBD,O
18,in,IN,O
18,European,JJ,O
18,Real,NNP,B-Domain
18,Estate,NNP,I-Domain
18,.,.,O
19,Phoenix,NNP,O
19,Healthcare,NNP,O
19,are,VBP,O
19,currently,RB,O
19,recruiting,VBG,O
19,for,IN,O
19,NHS,NNP,B-Skill
19,experienced,VBD,I-Skill
19,nurses,NNS,B-Occupation
19,to,TO,O
19,join,VB,O
19,our,PRP$,O
19,bank,NN,O
19,.,.,O
20,Technical,JJ,B-Occupation
20,Test,NNP,I-Occupation
20,Analyst,NNP,I-Occupation
20,/,NNP,O
20,Selenium,NNP,B-Skill
20,/,NNP,O
20,Web,NNP,B-Skill
20,Testing,NNP,I-Skill
20,/,NNP,O
20,HTML,NNP,B-Skill
20,/,NNP,O
20,JavaScript,NNP,B-Skill
20,/,NNP,O
20,Agile,NNP,B-Skill
20,/,NNP,O
20,Newcastle,NNP,O
21,a,DT,O
21,French,JJ,B-Skill
21,/,NNP,O
21,English,NNP,B-Skill
21,speaking,VBG,O
21,CRB,NNP,B-Qualification
21,checked,VBD,I-Qualification
21,nanny,JJ,B-Occupation
21,/,NNP,O
21,child,NN,B-Occupation
21,minder,NN,I-Occupation
21,for,IN,O
21,my,PRP$,O
22,but,CC,O
22,of,IN,O
22,greater,JJR,O
22,importance,NN,O
22,is,VBZ,O
22,experience,NN,O
22,of,IN,O
22,operating,NN,B-Skill
22,in,IN,I-Skill
22,an,DT,I-Skill
22,online,JJ,I-Skill
22,retail,NN,I-Skill
22,",",",",I-Skill
22,high,JJ,I-Skill
22,transaction,NN,I-Skill
22,volume,NN,I-Skill
22,business,NN,I-Skill
22,.,.,O
23,If,IN,O
23,you,PRP,O
23,are,VBP,O
23,looking,VBG,O
23,to,TO,O
23,quickly,RB,O
23,gain,VB,O
23,experience,NN,O
23,and,CC,O
23,work,NN,O
23,in,IN,O
23,exciting,VBG,O
23,new,JJ,O
23,locations,NNS,O
23,",",",",O
23,please,VB,O
23,contact,JJ,O
23,Phoenix,NNP,O
23,Healthcare,NNP,B-Domain
23,today,NN,O
23,",",",",O
23,on,IN,O
23,N,NNP,O
23,/,VBP,O
23,A,NNP,O
23,or,CC,O
23,email,JJ,O
23,hadley,NN,O
23,N,NNP,O
23,/,VBZ,O
23,A,NNP,O
23,.,.,O
23,uk,NN,O
24,Respond,NN,B-Skill
24,to,TO,I-Skill
24,internal,JJ,I-Skill
24,and,CC,I-Skill
24,external,JJ,I-Skill
24,stakeholder,NN,I-Skill
24,queries,NNS,I-Skill
24,in,IN,O
24,a,DT,O
24,timely,JJ,O
24,manner,NN,O
24,and,CC,O
24,proactively,RB,B-Skill
24,seek,VB,I-Skill
24,to,TO,I-Skill
24,resolve,VB,I-Skill
24,stakeholder,JJR,I-Skill
24,issues,NNS,I-Skill
24,.,.,O
25,On,IN,O
25,an,DT,O
25,ongoing,JJ,O
25,basis,NN,O
25,",",",",O
25,you,PRP,O
25,will,MD,O
25,provide,VB,O
25,ad,NN,O
25,hoc,NN,O
25,and,CC,O
25,monthly,JJ,O
25,analysis,NN,B-Skill
25,and,CC,O
25,deal,VB,B-Skill
25,directly,RB,I-Skill
25,with,IN,I-Skill
25,agencies,NNS,I-Skill
25,and,CC,I-Skill
25,clients,NNS,I-Skill
25,as,IN,O
25,and,CC,O
25,when,WRB,O
25,required,VBN,O
25,.,.,O
26,",",",",O
26,you,PRP,O
26,will,MD,O
26,be,VB,O
26,a,DT,O
26,qualified,JJ,O
26,account,NN,O
26,and,CC,O
26,have,VBP,O
26,previous,JJ,O
26,experience,NN,O
26,of,IN,O
26,IFRS,NNP,B-Skill
26,.,.,O
27,It,PRP,O
27,is,VBZ,O
27,likely,JJ,O
27,that,IN,O
27,you,PRP,O
27,will,MD,O
27,be,VB,O
27,qualified,VBN,O
27,to,TO,O
27,NVQ,NNP,B-Qualification
27,level,NN,I-Qualification
27,3,CD,I-Qualification
27,or,CC,O
27,equivalent,JJ,O
27,.,.,O
28,This,DT,O
28,market,NN,O
28,leading,VBG,O
28,client,NN,O
28,has,VBZ,O
28,a,DT,O
28,vacancy,NN,O
28,for,IN,O
28,an,DT,O
28,experienced,JJ,O
28,Navision,NNP,B-Occupation
28,Support,NNP,I-Occupation
28,Analyst,NNP,I-Occupation
28,.,.,O
29,An,DT,O
29,analytical,JJ,B-Skill
29,approach,NN,O
29,to,TO,O
29,problem,NN,B-Skill
29,solving,VBG,I-Skill
29,Excellent,NNP,O
29,team,NN,B-Skill
29,working,VBG,I-Skill
29,skills,NNS,O
30,The,DT,O
30,drive,NN,B-Skill
30,and,CC,I-Skill
30,determination,NN,I-Skill
30,to,TO,I-Skill
30,succeed,VB,I-Skill
30,within,IN,I-Skill
30,a,DT,I-Skill
30,highly,RB,I-Skill
30,competitive,JJ,I-Skill
30,environment,NN,I-Skill
31,Organise,NNP,B-Skill
31,and,CC,I-Skill
31,control,VB,I-Skill
31,production,NN,I-Skill
31,of,IN,I-Skill
31,key,JJ,I-Skill
31,reports,NNS,I-Skill
31,Ensure,NN,I-Skill
31,patches,NNS,I-Skill
31,",",",",I-Skill
31,fixes,NNS,I-Skill
31,",",",",I-Skill
31,upgrades,NNS,I-Skill
31,and,CC,I-Skill
31,modifications,NNS,I-Skill
31,to,TO,I-Skill
31,the,DT,I-Skill
31,departmental,JJ,I-Skill
31,systems,NNS,I-Skill
31,are,VBP,I-Skill
31,documented,VBN,I-Skill
31,and,CC,O
31,ensure,VB,B-Skill
31,control,NN,I-Skill
31,procedures,NNS,I-Skill
31,are,VBP,I-Skill
31,in,IN,I-Skill
31,place,NN,I-Skill
31,Support,NNP,I-Skill
31,",",",",I-Skill
31,maintain,NN,I-Skill
31,and,CC,I-Skill
31,assist,NN,I-Skill
31,in,IN,I-Skill
31,the,DT,I-Skill
31,development,NN,I-Skill
31,of,IN,I-Skill
31,the,DT,I-Skill
31,core,NN,I-Skill
31,financial,JJ,I-Skill
31,systems,NNS,I-Skill
32,certified,VBN,B-Qualification
32,in,IN,I-Qualification
32,project,NN,I-Qualification
32,management,NN,I-Qualification
32,For,IN,O
32,further,JJ,O
32,information,NN,O
32,on,IN,O
32,this,DT,O
32,position,NN,O
33,Due,JJ,O
33,to,TO,O
33,ongoing,JJ,O
33,expansion,NN,O
33,",",",",O
33,they,PRP,O
33,are,VBP,O
33,currently,RB,O
33,looking,VBG,O
33,for,IN,O
33,an,DT,O
33,experienced,JJ,B-Skill
33,General,NNP,B-Occupation
33,Nurse,NNP,I-Occupation
33,to,TO,O
33,play,VB,O
33,a,DT,O
33,key,JJ,O
33,role,NN,O
33,within,IN,O
33,their,PRP$,O
33,Case,NNP,B-Domain
33,Management,NNP,I-Domain
33,divison,NN,O
33,.,.,O
34,The,DT,O
34,successful,JJ,O
34,Test,NNP,B-Occupation
34,Consultant,NNP,I-Occupation
34,/,NNP,O
34,Automation,NNP,B-Occupation
34,Test,NNP,I-Occupation
34,Analyst,NNP,I-Occupation
34,can,MD,O
34,expect,VB,O
34,to,TO,O
34,earn,VB,O
34,a,DT,O
34,rate,NN,O
34,of,IN,O
34,between,IN,O
35,As,IN,O
35,a,DT,O
35,result,NN,O
35,of,IN,O
35,the,DT,O
35,volume,NN,O
35,of,IN,O
35,applications,NNS,O
35,we,PRP,O
35,may,MD,O
35,be,VB,O
35,unable,JJ,O
35,to,TO,O
35,respond,VB,O
35,with,IN,O
35,individual,JJ,O
35,feedback,NN,O
35,.,.,O
36,Maidenhead,NNP,O
36,",",",",O
36,Berkshire,NNP,O
36,This,DT,O
36,company,NN,O
36,seek,VB,O
36,someone,NN,O
36,who,WP,O
36,is,VBZ,O
36,an,DT,O
36,enduser,JJ,O
36,new,JJ,B-Occupation
36,business,NN,I-Occupation
36,developer,NN,I-Occupation
36,",",",",O
36,ideally,RB,O
36,from,IN,O
36,an,DT,O
36,IT,NNP,B-Domain
36,solutions,NNS,I-Domain
36,/,NNP,O
36,hardware,NN,B-Domain
36,or,CC,O
36,software,NN,B-Domain
36,background,NN,O
36,.,.,O
37,You,PRP,O
37,will,MD,O
37,be,VB,O
37,used,VBN,O
37,to,TO,O
37,developing,VBG,B-Skill
37,high,JJ,I-Skill
37,quality,NN,I-Skill
37,contentdriven,VBN,I-Skill
37,programmes,NNS,I-Skill
37,",",",",O
37,sourcing,VBG,B-Skill
37,high,JJ,I-Skill
37,quality,NN,I-Skill
37,speakers,NNS,I-Skill
37,",",",",O
37,obtaining,VBG,B-Skill
37,and,CC,I-Skill
37,retaining,VBG,I-Skill
37,strong,JJ,I-Skill
37,relationships,NNS,I-Skill
37,with,IN,I-Skill
37,clients,NNS,I-Skill
37,and,CC,I-Skill
37,sponsors,NNS,I-Skill
37,and,CC,O
37,will,MD,O
37,have,VB,O
37,a,DT,O
37,strong,JJ,O
37,focus,NN,B-Skill
37,on,IN,I-Skill
37,budget,NN,I-Skill
37,management,NN,I-Skill
37,while,IN,O
37,controlling,VBG,B-Skill
37,costs,NNS,I-Skill
37,and,CC,O
37,maximising,VBG,B-Skill
37,revenue,NN,I-Skill
37,.,.,O
38,If,IN,O
38,your,PRP$,O
38,application,NN,O
38,is,VBZ,O
38,unsuccessful,JJ,O
38,",",",",O
38,the,DT,O
38,information,NN,O
38,supplied,VBD,O
38,may,MD,O
38,still,RB,O
38,be,VB,O
38,retained,VBN,O
38,for,IN,O
38,use,NN,O
38,in,IN,O
38,connection,NN,O
38,with,IN,O
38,future,JJ,O
38,vacancies,NNS,O
38,.,.,O
39,Your,PRP$,O
39,Skills,NNS,O
39,:,:,O
39,Previous,JJ,O
39,care,NN,B-Skill
39,experience,NN,O
39,essential,JJ,O
39,",",",",O
39,excellent,JJ,O
39,communication,NN,B-Skill
39,skills,NNS,I-Skill
39,and,CC,O
39,willingness,NN,B-Skill
39,to,TO,I-Skill
39,undergo,VB,I-Skill
39,further,JJ,I-Skill
39,training,NN,I-Skill
39,is,VBZ,O
39,essential,JJ,O
39,.,.,O
40,Recent,JJ,O
40,experience,NN,O
40,in,IN,O
40,a,DT,O
40,high,JJ,B-Skill
40,tech,NN,I-Skill
40,company,NN,I-Skill
40,Ability,NNP,O
40,to,TO,O
40,develop,VB,B-Skill
40,qualified,JJ,I-Skill
40,leads,NNS,I-Skill
40,for,IN,I-Skill
40,the,DT,I-Skill
40,sales,NNS,I-Skill
40,force,VBP,I-Skill
40,through,IN,O
40,outbound,NN,B-Skill
40,and,CC,I-Skill
40,inbound,VB,I-Skill
40,telephone,NN,I-Skill
40,contact,NN,I-Skill
40,with,IN,O
40,limited,JJ,B-Skill
40,assistance,NN,I-Skill
40,from,IN,I-Skill
40,team,NN,I-Skill
40,members,NNS,I-Skill
40,.,.,O
41,Operating,NN,O
41,within,IN,O
41,the,DT,O
41,financial,JJ,B-Domain
41,services,NNS,I-Domain
41,industry,NN,O
41,",",",",O
41,the,DT,O
41,chosen,NN,O
41,CRM,NNP,B-Occupation
41,Developer,NNP,I-Occupation
41,will,MD,O
41,be,VB,O
41,working,VBG,O
41,with,IN,O
41,the,DT,O
41,latest,JJS,O
41,technologies,NNS,B-Skill
41,alongside,RB,O
41,proven,RB,O
41,Microsoft,NNP,B-Occupation
41,MVP,NNP,I-Occupation
41,s,NN,O
41,.,.,O
42,Leading,VBG,B-Skill
42,continuous,JJ,I-Skill
42,improvement,NN,I-Skill
42,in,IN,I-Skill
42,business,NN,I-Skill
42,operations,NNS,I-Skill
42,with,IN,O
42,attention,NN,O
42,to,TO,O
42,our,PRP$,O
42,warehouse,NN,O
42,team,NN,O
42,and,CC,O
42,suppliers,NNS,O
42,.,.,O
43,****,JJ,O
43,****,NNP,O
43,****,NNP,O
43,and,CC,O
43,should,MD,O
43,email,VB,O
43,their,PRP$,O
43,CV,NNP,O
43,in,IN,O
43,the,DT,O
43,first,JJ,O
43,instance,NN,O
43,to,TO,O
43,Alex,NNP,O
43,Kay,NNP,O
43,at,IN,O
43,Artemis,NNP,O
43,Search,NNP,O
43,Ltd,NNP,O
44,Reporting,VBG,O
44,to,TO,O
44,the,DT,O
44,Field,NNP,B-Occupation
44,Service,NNP,I-Occupation
44,Controller,NNP,I-Occupation
44,",",",",O
44,after,IN,O
44,an,DT,O
44,initial,JJ,O
44,training,NN,O
44,and,CC,O
44,induction,NN,O
44,period,NN,O
44,encompassing,VBG,O
44,all,DT,O
44,aspects,NNS,O
44,of,IN,O
44,Health,NNP,B-Domain
44,and,CC,I-Domain
44,Safety,NNP,I-Domain
44,and,CC,O
44,working,VBG,B-Skill
44,at,IN,I-Skill
44,height,NN,I-Skill
44,",",",",O
44,the,DT,O
44,successful,JJ,O
44,candidate,NN,O
44,will,MD,O
44,carry,VB,B-Skill
44,out,RP,I-Skill
44,service,NN,I-Skill
44,calls,NNS,I-Skill
44,on,IN,I-Skill
44,a,DT,I-Skill
44,preventative,JJ,I-Skill
44,and,CC,I-Skill
44,reactive,JJ,I-Skill
44,basis,NN,I-Skill
44,at,IN,O
44,customer,NN,O
44,premises,NNS,O
44,as,IN,O
44,required,VBN,O
44,",",",",O
44,undertaking,VBG,B-Skill
44,Preventive,NNP,I-Skill
44,Service,NNP,I-Skill
44,Maintenance,NNP,I-Skill
44,and,CC,O
44,repair,NN,B-Skill
44,of,IN,I-Skill
44,customer,NN,I-Skill
44,s,NN,I-Skill
44,site,NN,I-Skill
44,equipment,NN,I-Skill
44,and,CC,O
44,other,JJ,O
44,manufacturer,NN,O
44,s,NN,O
44,products,NNS,O
44,and,CC,O
44,systems,NNS,O
44,",",",",O
44,in,IN,O
44,full,JJ,O
44,response,NN,O
44,to,TO,O
44,customer,NN,O
44,s,NN,O
44,requirements,NNS,O
44,",",",",O
44,whilst,JJ,O
44,communicating,NN,B-Skill
44,activity,NN,I-Skill
44,and,CC,I-Skill
44,requirements,NNS,I-Skill
44,with,IN,O
44,the,DT,O
44,customer,NN,O
44,in,IN,O
44,a,DT,O
44,clear,JJ,B-Skill
44,and,CC,I-Skill
44,concise,JJ,I-Skill
44,manner,NN,I-Skill
44,",",",",O
44,and,CC,O
44,reporting,VBG,B-Skill
44,via,IN,I-Skill
44,job,NN,I-Skill
44,sheets,NNS,I-Skill
44,the,DT,O
44,activities,NNS,O
44,carried,VBD,O
44,out,IN,O
44,and,CC,O
44,faults,NNS,O
44,found,VBD,O
44,during,IN,O
44,service,NN,O
44,before,IN,O
44,resolving,VBG,B-Skill
44,servicing,NN,I-Skill
44,and,CC,I-Skill
44,maintenance,NN,I-Skill
44,issues,NNS,I-Skill
44,.,.,O
45,They,PRP,O
45,work,VBP,O
45,in,IN,O
45,both,DT,O
45,the,DT,O
45,private,JJ,B-Domain
45,and,CC,I-Domain
45,public,JJ,I-Domain
45,sector,NN,I-Domain
45,",",",",O
45,carrying,VBG,O
45,out,RP,O
45,Project,NNP,B-Skill
45,Management,NNP,I-Skill
45,on,IN,O
45,behalf,NN,O
45,of,IN,O
45,their,PRP$,O
45,clients,NNS,O
45,and,CC,O
45,managing,VBG,B-Skill
45,contracts,NNS,I-Skill
45,that,WDT,O
45,include,VBP,O
45,new,JJ,B-Skill
45,build,NN,I-Skill
45,",",",",O
45,design,NN,B-Skill
45,and,CC,O
45,build,NN,B-Skill
45,and,CC,I-Skill
45,refurbishment,NN,I-Skill
45,.,.,O
46,Dealing,VBG,B-Skill
46,with,IN,I-Skill
46,SME,NNP,I-Skill
46,commercial,JJ,I-Skill
46,insurance,NN,I-Skill
46,policies,NNS,I-Skill
46,in,IN,O
46,a,DT,O
46,variety,NN,O
46,industries,NNS,O
46,and,CC,O
46,of,IN,O
46,classes,NNS,O
46,including,VBG,O
46,shops,NNS,O
46,",",",",O
46,vehicles,NNS,O
46,and,CC,O
46,offices,NNS,O
46,;,:,O
46,the,DT,O
46,Account,NNP,B-Occupation
46,Handler,NNP,I-Occupation
46,will,MD,O
46,manage,VB,B-Skill
46,renewals,NNS,I-Skill
46,",",",",O
46,mid,JJ,B-Skill
46,term,NN,I-Skill
46,adjustments,NNS,I-Skill
46,and,CC,O
46,any,DT,O
46,other,JJ,O
46,general,JJ,B-Skill
46,customer,NN,I-Skill
46,queries,NNS,I-Skill
46,.,.,O
47,MS,NNP,B-Skill
47,Dynamics,NNP,I-Skill
47,CRM,NNP,I-Skill
47,/,NNP,O
47,CRM,NNP,B-Skill
47,/,NNP,O
47,Microsoft,NNP,B-Skill
47,Dynamics,NNP,I-Skill
47,CRM,NNP,I-Skill
47,/,NNP,O
47,Dynamics,NNP,B-Skill
47,CRM,NNP,I-Skill
47,/,NNP,O
47,Developer,NNP,B-Occupation
47,/,NNP,O
47,Programmer,NNP,B-Occupation
47,/,NNP,O
47,Technical,NNP,B-Occupation
47,Consultant,NNP,I-Occupation
47,/,NNP,O
47,Analyst,NNP,B-Occupation
47,/,NNP,O
47,Architect,NNP,B-Occupation
47,/,NNP,O
47,Application,NNP,B-Occupation
47,Consultant,NNP,I-Occupation
47,/,NN,O
48,Proven,NNP,O
48,track,NN,O
48,record,NN,O
48,maintaining,VBG,B-Skill
48,data,NNS,I-Skill
48,and,CC,O
48,system,NN,B-Skill
48,administration,NN,I-Skill
48,configuration,NN,I-Skill
48,within,IN,O
48,iTrent,NN,B-Skill
48,.,.,O
49,The,DT,O
49,purpose,NN,O
49,of,IN,O
49,the,DT,O
49,roles,NNS,O
49,is,VBZ,O
49,to,TO,O
49,complete,VB,O
